label,src_ip,src_port,dst_ip,dst_port,dst2src_bytes,src2dst_bytes,protocol,bidirectional_duration_ms
udp,10.105.10.107,60441,239.255.255.250,1900,0,868,17,3013
http,10.105.10.61,52021,8.8.4.4,443,14254,7541,17,5365
http,10.105.10.61,62135,216.58.207.238,443,208903,11712,17,15111
http,10.105.10.61,52556,216.58.207.238,443,8237,1144,6,74672
udp,fe80::8db8:8ebc:e236:794f,50389,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,50389,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,62036,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,62036,224.0.0.252,5355,0,156,17,415
http,10.105.10.61,62122,142.250.74.174,443,19238,5886,17,3922
http,10.105.10.61,60845,142.250.74.67,443,2471,1682,17,43
http,10.105.10.61,52557,142.250.74.174,443,5798,1144,6,74211
NetBIOS ,10.105.10.55,137,10.105.11.255,137,0,12880,17,269332
udp,fe80::a861:4965:d154:9a39,53447,ff02::1:3,5355,0,176,17,419
udp,10.105.10.55,53447,224.0.0.252,5355,0,136,17,420
udp,fe80::a861:4965:d154:9a39,52420,ff02::1:3,5355,0,176,17,418
udp,10.105.10.55,52420,224.0.0.252,5355,0,136,17,418
http,10.105.10.61,51503,142.250.74.142,443,13564,18307,17,70238
http,10.105.10.61,63758,216.58.211.3,443,6710,4712,17,72199
udp,fe80::8db8:8ebc:e236:794f,63439,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,63439,224.0.0.252,5355,0,156,17,419
udp,fe80::8db8:8ebc:e236:794f,51639,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,51639,224.0.0.252,5355,0,156,17,419
udp,10.105.10.61,64148,8.8.8.8,53,143,98,17,27
udp,10.105.10.109,59272,239.255.255.250,1900,0,868,17,3046
http,10.105.10.61,53214,216.58.207.225,443,9499,4912,17,14213
https_upload,10.105.10.61,54321,142.250.74.142,443,338555,51506473,17,23427
http,10.105.10.61,52558,142.250.74.142,443,8248,1144,6,73733
udp,10.105.10.31,49155,239.255.255.250,1900,0,13390,17,221027
http,10.105.10.61,57331,216.58.207.202,443,9715,7099,17,3961
http,10.105.10.61,52559,216.58.207.202,443,11541,1144,6,73518
http,10.105.10.61,59779,172.217.21.163,443,3663,2996,17,3062
http,10.105.10.61,63796,142.250.74.46,443,2958,2154,17,64
http,10.105.10.61,53225,142.250.74.46,443,47953,200402,17,73523
http,10.105.10.61,52166,142.250.74.36,443,20669,4837,17,2786
http,10.105.10.61,59426,142.250.74.74,443,3124,2364,17,175
http,10.105.10.61,60567,142.250.74.74,443,3825,3649,17,286
udp,fe80::a861:4965:d154:9a39,49268,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,49268,224.0.0.252,5355,0,136,17,420
udp,fe80::a861:4965:d154:9a39,53279,ff02::1:3,5355,0,176,17,419
udp,10.105.10.55,53279,224.0.0.252,5355,0,136,17,419
udp,10.105.10.112,68,255.255.255.255,67,0,354,17,0
icmp,fe80::dc04:f590:eb58:2769,0,ff02::16,0,0,450,58,120
udp,10.105.10.112,5353,224.0.0.251,5353,0,196,17,0
udp,fe80::dc04:f590:eb58:2769,5353,ff02::fb,5353,0,236,17,0
udp,fe80::dc04:f590:eb58:2769,59896,ff02::1:3,5355,0,93,17,0
udp,10.105.10.112,59896,224.0.0.252,5355,0,73,17,0
udp,10.105.10.67,63768,239.255.255.250,1900,0,868,17,3019
tcp,10.125.13.60,57594,10.105.10.99,7680,0,330,6,15041
udp,10.105.10.111,52936,239.255.255.250,1900,0,868,17,3030
http,10.105.10.61,59150,142.250.74.106,443,8224,4778,17,10957
http,10.105.10.61,56476,172.217.21.174,443,6641,3659,17,214
http,10.105.10.61,55439,216.58.211.3,443,6628,3400,17,100
http,10.105.10.61,62261,142.250.74.106,443,12300,8736,17,68671
udp,fe80::a861:4965:d154:9a39,49236,ff02::1:3,5355,0,176,17,421
udp,10.105.10.55,49236,224.0.0.252,5355,0,136,17,421
udp,fe80::a861:4965:d154:9a39,52849,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,52849,224.0.0.252,5355,0,136,17,420
NetBIOS ,10.105.10.94,138,10.105.11.255,138,0,243,17,0
udp,fe80::f91f:fb64:7761:514b,546,ff02::1:2,547,0,314,17,32010
http,152.199.19.161,443,10.105.10.61,52549,216,443,6,173413
udp,fe80::ecd2:879a:f716:e324,64716,ff02::c,3702,0,4998,17,7074
udp,10.105.10.75,64715,239.255.255.250,3702,0,4858,17,6388
udp,fe80::a861:4965:d154:9a39,50439,ff02::1:3,5355,0,176,17,422
udp,10.105.10.55,50439,224.0.0.252,5355,0,136,17,422
udp,fe80::a861:4965:d154:9a39,51044,ff02::1:3,5355,0,176,17,421
udp,10.105.10.55,51044,224.0.0.252,5355,0,136,17,421
udp,fe80::8db8:8ebc:e236:794f,53249,ff02::1:3,5355,0,196,17,420
udp,10.105.11.201,53249,224.0.0.252,5355,0,156,17,420
udp,fe80::8db8:8ebc:e236:794f,57554,ff02::1:3,5355,0,196,17,420
udp,10.105.11.201,57554,224.0.0.252,5355,0,156,17,420
udp,fe80::8db8:8ebc:e236:794f,52713,ff02::1:3,5355,0,196,17,426
udp,10.105.11.201,52713,224.0.0.252,5355,0,156,17,426
udp,fe80::8db8:8ebc:e236:794f,53915,ff02::1:3,5355,0,196,17,426
udp,10.105.11.201,53915,224.0.0.252,5355,0,156,17,426
udp,10.105.10.94,62737,239.255.255.250,1900,0,868,17,3035
icmp,::,0,ff02::1:ffab:46b,0,0,1634,58,231746
http,13.69.68.64,443,10.105.10.61,52524,164,252,6,120032
icmp,fe80::1262:e5ff:feab:46b,0,ff02::2,0,0,560,58,231553
http,10.105.10.61,52475,104.244.42.65,443,297,163,6,29833
udp,fe80::8db8:8ebc:e236:794f,62384,ff02::1:3,5355,0,196,17,414
udp,10.105.11.201,62384,224.0.0.252,5355,0,156,17,414
udp,fe80::8db8:8ebc:e236:794f,63994,ff02::1:3,5355,0,196,17,414
udp,10.105.11.201,63994,224.0.0.252,5355,0,156,17,414
udp,fe80::a861:4965:d154:9a39,56924,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,56924,224.0.0.252,5355,0,136,17,420
udp,fe80::a861:4965:d154:9a39,56868,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,56868,224.0.0.252,5355,0,136,17,420
udp,fe80::8db8:8ebc:e236:794f,55052,ff02::1:3,5355,0,196,17,417
udp,10.105.11.201,55052,224.0.0.252,5355,0,156,17,417
udp,fe80::8db8:8ebc:e236:794f,62596,ff02::1:3,5355,0,196,17,417
udp,10.105.11.201,62596,224.0.0.252,5355,0,156,17,417
http,10.105.10.61,52560,103.62.50.208,443,0,132,6,1000
udp,10.105.10.101,57039,239.255.255.250,1900,0,868,17,3018
http,10.105.10.61,52521,143.204.237.47,443,429,273,6,104959
udp,10.105.10.68,51612,239.255.255.250,1900,0,868,17,3027
http,142.250.74.74,443,10.105.10.61,49989,702,2121,6,240058
http,10.105.10.61,52523,13.33.124.109,443,489,273,6,104997
udp,fe80::a861:4965:d154:9a39,55828,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,55828,224.0.0.252,5355,0,136,17,420
udp,fe80::a861:4965:d154:9a39,49617,ff02::1:3,5355,0,176,17,419
udp,10.105.10.55,49617,224.0.0.252,5355,0,136,17,419
http,10.105.10.61,52561,103.62.50.208,443,0,132,6,1014
udp,10.105.10.107,59807,239.255.255.250,1900,0,868,17,3020
http,10.105.10.61,50307,192.241.189.104,443,554,398,6,224806
udp,10.105.10.61,53443,10.105.11.255,1947,0,82,17,0
http,10.105.10.61,52562,103.62.50.208,443,0,132,6,1004
http,10.105.10.61,57483,142.250.74.142,443,0,3876,17,619
udp,fe80::8db8:8ebc:e236:794f,59150,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,59150,224.0.0.252,5355,0,156,17,416
udp,fe80::8db8:8ebc:e236:794f,52382,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,52382,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,65172,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,65172,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,63686,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,63686,224.0.0.252,5355,0,156,17,415
udp,10.105.10.113,59713,239.255.255.250,1900,0,868,17,3015
http,10.105.10.61,62439,142.250.74.142,443,0,3876,17,617
udp,10.105.10.89,54828,239.255.255.250,1900,0,868,17,3016
udp,fe80::8db8:8ebc:e236:794f,54417,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,54417,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,51703,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,51703,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,51065,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,51065,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,56210,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,56210,224.0.0.252,5355,0,156,17,415
http,10.105.10.61,52476,104.244.43.131,443,396,330,6,225306
http,10.105.10.61,52555,140.82.121.5,443,279,218,6,75002
https_upload,10.105.10.61,57474,142.250.74.142,443,300266,36235984,17,50485
udp,10.105.10.82,55004,239.255.255.250,1900,0,844,17,3029
udp,10.105.10.75,50700,255.255.255.255,1947,0,574,17,240352
http,10.105.10.61,52479,151.101.244.158,443,396,330,6,225366
http,10.105.10.61,65264,142.250.74.142,443,0,3876,17,604
http,10.105.10.61,52460,104.244.42.66,443,231,163,6,29842
http,10.105.10.61,52478,104.244.42.66,443,231,163,6,29812
udp,10.105.10.105,59653,239.255.255.250,1900,0,864,17,3043
udp,10.105.10.75,50700,10.105.11.255,1947,0,574,17,240347
udp,fe80::8db8:8ebc:e236:794f,52168,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,52168,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,54456,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,54456,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,57976,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,57976,224.0.0.252,5355,0,156,17,415
udp,10.105.10.61,59151,8.8.8.8,53,104,88,17,27
http,10.105.10.61,52563,216.58.207.202,443,7693,3060,6,36679
udp,10.105.10.61,52981,8.8.8.8,53,238,78,17,25
http,10.105.10.61,52564,142.250.74.170,443,8836,3291,6,42904
http,10.105.10.61,52565,142.250.74.170,443,14140,4695,6,100402
udp,10.105.10.110,62196,239.255.255.250,1900,0,868,17,3014
udp,fe80::8db8:8ebc:e236:794f,64621,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,64621,224.0.0.252,5355,0,156,17,419
udp,fe80::8db8:8ebc:e236:794f,62055,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,62055,224.0.0.252,5355,0,156,17,419
udp,fe80::8db8:8ebc:e236:794f,55343,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,55343,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,58470,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,58470,224.0.0.252,5355,0,156,17,415
http,10.105.10.61,55327,142.250.74.174,443,3044,3357,17,76
udp,10.105.10.114,59893,239.255.255.250,1900,0,868,17,3020
udp,fe80::a861:4965:d154:9a39,61500,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,61500,224.0.0.252,5355,0,136,17,420
udp,fe80::a861:4965:d154:9a39,58928,ff02::1:3,5355,0,176,17,419
udp,10.105.10.55,58928,224.0.0.252,5355,0,136,17,419
udp,10.105.10.52,62371,239.255.255.250,1900,0,864,17,3026
udp,fe80::a861:4965:d154:9a39,59389,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,59389,224.0.0.252,5355,0,136,17,420
udp,fe80::a861:4965:d154:9a39,58311,ff02::1:3,5355,0,176,17,419
udp,10.105.10.55,58311,224.0.0.252,5355,0,136,17,419
udp,fe80::8db8:8ebc:e236:794f,58355,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,58355,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,52949,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,52949,224.0.0.252,5355,0,156,17,415
udp,fe80::a861:4965:d154:9a39,61888,ff02::1:3,5355,0,176,17,412
udp,10.105.10.55,61888,224.0.0.252,5355,0,136,17,412
udp,fe80::a861:4965:d154:9a39,62141,ff02::1:3,5355,0,176,17,412
udp,10.105.10.55,62141,224.0.0.252,5355,0,136,17,412
udp,fe80::8db8:8ebc:e236:794f,61652,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,61652,224.0.0.252,5355,0,156,17,419
udp,fe80::8db8:8ebc:e236:794f,54183,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,54183,224.0.0.252,5355,0,156,17,419
udp,10.105.10.106,54089,239.255.255.250,1900,0,868,17,3012
udp,10.105.10.77,55741,239.255.255.250,1900,0,868,17,3030
udp,10.105.10.53,137,10.105.11.255,137,0,1104,17,188491
udp,fe80::8db8:8ebc:e236:794f,59033,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,59033,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,62219,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,62219,224.0.0.252,5355,0,156,17,415
tcp,10.125.13.47,65159,10.105.10.99,7680,0,330,6,15032
udp,fe80::a861:4965:d154:9a39,64128,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,64128,224.0.0.252,5355,0,136,17,420
udp,fe80::8db8:8ebc:e236:794f,65357,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,65357,224.0.0.252,5355,0,156,17,419
udp,fe80::8db8:8ebc:e236:794f,62466,ff02::1:3,5355,0,196,17,418
udp,10.105.11.201,62466,224.0.0.252,5355,0,156,17,418
udp,10.105.10.63,63774,239.255.255.250,1900,0,868,17,3034
udp,fe80::a861:4965:d154:9a39,61308,ff02::1:3,5355,0,176,17,421
udp,10.105.10.55,61308,224.0.0.252,5355,0,136,17,421
udp,fe80::a861:4965:d154:9a39,58592,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,58592,224.0.0.252,5355,0,136,17,420
udp,10.105.10.120,64363,239.255.255.250,1900,0,868,17,3032
udp,10.105.10.75,1900,239.255.255.250,1900,0,1356,17,219446
udp,10.105.10.61,59152,10.105.11.255,1947,0,82,17,0
icmp,10.105.10.4,0,10.105.10.61,0,0,350,1,206137
udp,10.105.10.75,54366,239.255.255.250,1900,0,868,17,3010
udp,fe80::a861:4965:d154:9a39,56520,ff02::1:3,5355,0,176,17,425
udp,10.105.10.55,56520,224.0.0.252,5355,0,136,17,425
udp,fe80::a861:4965:d154:9a39,54628,ff02::1:3,5355,0,176,17,425
udp,10.105.10.55,54628,224.0.0.252,5355,0,136,17,425
http,52.176.60.255,443,10.105.10.61,50527,216,1088,6,180008
udp,fe80::8db8:8ebc:e236:794f,51352,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,51352,224.0.0.252,5355,0,156,17,416
udp,fe80::8db8:8ebc:e236:794f,64161,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,64161,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,54708,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,54708,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,58248,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,58248,224.0.0.252,5355,0,156,17,415
http,10.105.10.61,52540,216.58.207.202,443,60,193,6,16
udp,10.105.10.83,49587,239.255.255.250,1900,0,868,17,3019
udp,fe80::8db8:8ebc:e236:794f,52563,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,52563,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,59498,ff02::1:3,5355,0,196,17,414
udp,10.105.11.201,59498,224.0.0.252,5355,0,156,17,414
tcp,10.105.10.61,52566,10.125.13.75,7680,0,330,6,15039
udp,fe80::1262:e5ff:feab:46b,546,ff02::1:2,547,0,256,17,99454
udp,fe80::8db8:8ebc:e236:794f,57091,ff02::1:3,5355,0,196,17,414
udp,10.105.11.201,57091,224.0.0.252,5355,0,156,17,414
udp,fe80::8db8:8ebc:e236:794f,61190,ff02::1:3,5355,0,196,17,413
udp,10.105.11.201,61190,224.0.0.252,5355,0,156,17,413
http,10.105.10.61,59150,216.58.207.238,443,132334,113073,17,18081
udp,10.105.10.81,63622,239.255.255.250,1900,0,864,17,3020
udp,10.105.10.126,54772,239.255.255.250,1900,0,864,17,3035
udp,10.105.10.82,54805,239.255.255.250,1900,0,868,17,3017
http,10.105.10.61,63736,216.58.207.225,443,4174,2150,17,43
udp,fe80::8db8:8ebc:e236:794f,63553,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,63553,224.0.0.252,5355,0,156,17,416
udp,fe80::8db8:8ebc:e236:794f,60063,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,60063,224.0.0.252,5355,0,156,17,416
udp,fe80::9c45:3697:5d42:b9ed,55313,ff02::c,3702,0,5026,17,7202
udp,10.105.10.85,55312,239.255.255.250,3702,0,4886,17,7686
udp,fe80::8db8:8ebc:e236:794f,53074,ff02::1:3,5355,0,196,17,420
udp,10.105.11.201,53074,224.0.0.252,5355,0,156,17,420
udp,fe80::8db8:8ebc:e236:794f,49673,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,49673,224.0.0.252,5355,0,156,17,419
http,10.105.10.61,60726,172.217.21.174,443,19361,5504,17,8582
udp,10.105.10.61,50810,8.8.8.8,53,91,75,17,18
udp,10.105.11.201,54548,239.255.255.250,1900,0,350,17,2016
udp,fe80::8db8:8ebc:e236:794f,54547,ff02::c,1900,0,390,17,2016
udp,10.105.10.61,56901,8.8.8.8,53,91,75,17,17
udp,fe80::8db8:8ebc:e236:794f,1900,ff02::c,1900,0,2968,17,77
udp,10.105.11.201,1900,239.255.255.250,1900,0,2764,17,77
udp,fe80::8db8:8ebc:e236:794f,59169,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,59169,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,53758,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,53758,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,56847,ff02::1:3,5355,0,196,17,414
udp,10.105.11.201,56847,224.0.0.252,5355,0,156,17,414
udp,fe80::8db8:8ebc:e236:794f,63876,ff02::1:3,5355,0,196,17,414
udp,10.105.11.201,63876,224.0.0.252,5355,0,156,17,414
udp,10.105.10.112,59171,239.255.255.250,1900,0,868,17,3024
http,10.105.10.61,55405,142.250.74.106,443,3413,3105,17,1147
http,13.107.49.254,443,10.105.10.61,52550,0,60,6,0
http,13.107.42.254,443,10.105.10.61,52543,0,60,6,0
http,10.105.10.61,54873,142.250.74.67,443,2470,1679,17,47
http,10.105.10.61,61979,216.58.207.202,443,5404,5649,17,4250
udp,10.105.10.104,59643,239.255.255.250,1900,0,868,17,3040
http,13.107.18.254,443,10.105.10.61,52553,0,60,6,0
http,10.105.10.61,60153,8.8.4.4,443,14361,7538,17,38937
http,10.105.10.61,62724,172.217.21.163,443,3154,2461,17,64
http,10.105.10.61,59151,142.250.74.74,443,3785,3654,17,281
http,13.107.136.254,443,10.105.10.61,52544,0,60,6,0
http,10.105.10.61,65232,142.250.74.36,443,93946,16459,17,38181
http,20.141.10.208,443,10.105.10.61,52545,0,60,6,0
udp,10.105.10.109,54358,239.255.255.250,1900,0,868,17,3017
http,204.79.197.222,443,10.105.10.61,52547,0,60,6,0
http,10.105.10.61,53375,142.250.74.174,443,14247,3965,17,120
http,204.79.197.200,443,10.105.10.61,52548,0,60,6,0
udp,fe80::8db8:8ebc:e236:794f,51157,ff02::1:3,5355,0,196,17,417
udp,10.105.11.201,51157,224.0.0.252,5355,0,156,17,416
udp,fe80::8db8:8ebc:e236:794f,53796,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,53796,224.0.0.252,5355,0,156,17,416
udp,fe80::8db8:8ebc:e236:794f,50595,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,50595,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,58336,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,58336,224.0.0.252,5355,0,156,17,415
https_download,10.105.10.61,52567,104.77.212.186,443,367621,17931,6,134158
https_download,10.105.10.61,52568,104.95.111.75,443,38957,1797,6,180969
http,10.105.10.61,52569,95.166.124.169,443,5499,1823,6,120241
https_download,10.105.10.61,52570,2.17.0.91,443,3710738,67750,6,140033
http,10.105.10.61,52571,185.86.138.123,443,8337,2267,6,11335
udp,10.105.10.61,51910,8.8.8.8,53,201,81,17,37
udp,10.105.10.61,51910,8.8.4.4,53,201,81,17,38
udp,10.105.10.61,60175,8.8.8.8,53,280,83,17,25
http,10.105.10.61,52572,185.86.138.123,443,6236,2809,6,11147
http,10.105.10.61,52573,185.86.138.123,443,6158,2862,6,11146
http,10.105.10.61,52574,185.86.138.123,443,10232,2833,6,11149
http,10.105.10.61,52575,185.86.138.123,443,4876,1041,6,11131
http,10.105.10.61,52576,185.86.138.123,443,8919,4524,6,11143
udp,10.105.10.61,60700,8.8.8.8,53,189,84,17,25
udp,10.105.10.61,59152,8.8.8.8,53,336,160,17,1748
http,10.105.10.61,52577,2.17.0.91,443,37592,2823,6,133229
http,20.141.10.208,443,10.105.10.61,52552,0,60,6,0
http,10.105.10.61,52578,185.86.138.123,443,5156,1752,6,10178
udp,10.105.10.61,62287,8.8.8.8,53,225,77,17,68
udp,10.105.10.61,62287,8.8.4.4,53,225,77,17,101
udp,10.105.10.61,53813,8.8.8.8,53,196,77,17,35
http,10.105.10.61,52579,95.166.121.26,443,72305,2257,6,20066
http,10.105.10.61,52580,15.188.95.229,443,5458,2552,6,30120
udp,fe80::8db8:8ebc:e236:794f,62181,ff02::1:3,5355,0,196,17,414
udp,10.105.11.201,62181,224.0.0.252,5355,0,156,17,414
udp,fe80::8db8:8ebc:e236:794f,57437,ff02::1:3,5355,0,196,17,414
udp,10.105.11.201,57437,224.0.0.252,5355,0,156,17,414
https_download,10.105.10.61,52581,95.166.125.50,443,1787490,46986,6,161864
udp,fe80::8db8:8ebc:e236:794f,56910,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,56910,224.0.0.252,5355,0,156,17,416
udp,fe80::8db8:8ebc:e236:794f,63322,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,63322,224.0.0.252,5355,0,156,17,415
http,10.105.10.61,52582,103.62.50.208,443,0,132,6,1012
udp,10.105.10.79,60541,239.255.255.250,1900,0,868,17,3017
udp,10.105.10.102,61912,239.255.255.250,1900,0,868,17,3029
udp,10.105.10.144,55669,239.255.255.250,1900,0,868,17,3020
udp,10.105.10.113,56092,239.255.255.250,1900,0,868,17,3020
http,10.105.10.61,52583,103.62.50.208,443,0,132,6,1015
http,10.105.10.61,52584,95.166.125.50,443,1882,1464,6,31
udp,10.105.10.111,59561,239.255.255.250,1900,0,868,17,3023
udp,10.105.10.61,60662,10.105.11.255,1947,0,82,17,0
http,10.105.10.61,52585,103.62.50.208,443,0,132,6,1010
udp,fe80::8db8:8ebc:e236:794f,60575,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,60575,224.0.0.252,5355,0,156,17,419
udp,fe80::8db8:8ebc:e236:794f,58671,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,58671,224.0.0.252,5355,0,156,17,419
udp,fe80::8db8:8ebc:e236:794f,64418,ff02::1:3,5355,0,196,17,416
udp,10.105.11.201,64418,224.0.0.252,5355,0,156,17,416
udp,fe80::8db8:8ebc:e236:794f,49823,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,49823,224.0.0.252,5355,0,156,17,415
http,10.105.10.61,52586,20.50.201.200,443,7488,1175,6,123410
http,10.105.10.61,52587,20.50.201.200,443,8036,2427,6,125918
http,10.105.10.61,52588,20.50.201.200,443,7537,2356,6,125935
http,10.105.10.61,52589,20.50.201.200,443,8096,2416,6,127366
http,10.105.10.61,52590,20.50.201.200,443,8096,2375,6,125012
http,10.105.10.61,52591,20.50.201.200,443,7776,2122,6,127690
udp,10.105.11.201,50625,224.0.0.252,5355,0,156,17,415
udp,10.105.11.201,60959,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,50625,ff02::1:3,5355,0,196,17,404
udp,fe80::8db8:8ebc:e236:794f,60959,ff02::1:3,5355,0,98,17,0
udp,fe80::8db8:8ebc:e236:794f,64552,ff02::1:3,5355,0,196,17,418
udp,10.105.11.201,64552,224.0.0.252,5355,0,156,17,418
udp,fe80::8db8:8ebc:e236:794f,62094,ff02::1:3,5355,0,196,17,418
udp,10.105.11.201,62094,224.0.0.252,5355,0,156,17,418
udp,fe80::3d6f:f181:148c:5127,546,ff02::1:2,547,0,1099,17,63051
udp,fe80::a861:4965:d154:9a39,53351,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,53351,224.0.0.252,5355,0,136,17,420
udp,fe80::a861:4965:d154:9a39,59881,ff02::1:3,5355,0,176,17,419
udp,10.105.10.55,59881,224.0.0.252,5355,0,136,17,419
udp,fe80::a861:4965:d154:9a39,53446,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,53446,224.0.0.252,5355,0,136,17,420
udp,fe80::a861:4965:d154:9a39,60880,ff02::1:3,5355,0,176,17,419
udp,10.105.10.55,60880,224.0.0.252,5355,0,136,17,419
tcp,10.105.10.61,52592,10.111.11.33,7680,0,330,6,15029
udp,fe80::8db8:8ebc:e236:794f,58381,ff02::1:3,5355,0,196,17,420
udp,10.105.11.201,58381,224.0.0.252,5355,0,156,17,420
udp,fe80::8db8:8ebc:e236:794f,59172,ff02::1:3,5355,0,196,17,420
udp,10.105.11.201,59172,224.0.0.252,5355,0,156,17,420
icmp,10.105.10.3,0,10.105.10.61,0,0,560,1,167175
udp,10.105.10.112,49240,239.255.255.250,1900,0,868,17,3021
udp,fe80::8db8:8ebc:e236:794f,57016,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,57016,224.0.0.252,5355,0,156,17,420
udp,fe80::8db8:8ebc:e236:794f,54534,ff02::1:3,5355,0,196,17,419
udp,10.105.11.201,54534,224.0.0.252,5355,0,156,17,419
udp,10.105.10.69,51098,239.255.255.250,1900,0,868,17,3025
udp,fe80::a861:4965:d154:9a39,64154,ff02::1:3,5355,0,176,17,421
udp,10.105.10.55,64154,224.0.0.252,5355,0,136,17,421
udp,fe80::a861:4965:d154:9a39,49368,ff02::1:3,5355,0,176,17,420
udp,10.105.10.55,49368,224.0.0.252,5355,0,136,17,420
udp,10.105.10.85,62315,239.255.255.250,1900,0,868,17,3017
udp,10.105.10.104,59644,239.255.255.250,1900,0,864,17,3028
http,10.105.10.61,56336,209.85.233.154,443,3243,3101,17,4258
http,10.105.10.61,52593,2.17.0.91,443,117436,3891,6,124359
udp,fe80::8db8:8ebc:e236:794f,57528,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,57528,224.0.0.252,5355,0,156,17,415
udp,fe80::8db8:8ebc:e236:794f,54655,ff02::1:3,5355,0,196,17,415
udp,10.105.11.201,54655,224.0.0.252,5355,0,156,17,415
udp,10.105.10.60,50796,239.255.255.250,1900,0,868,17,3024
udp,fe80::8db8:8ebc:e236:794f,55614,ff02::1:3,5355,0,196,17,416
