label,src_ip,src_port,dst_ip,dst_port,dst2src_bytes,src2dst_bytes,protocol,bidirectional_duration_ms
imcp_c2,192.168.240.1,0,192.168.241.140,0,31654,23044,1,61384
imcp,192.168.240.1,51826,192.168.255.255,1947,0,82,17,0
imcp,192.168.240.1,51829,255.255.255.255,1947,0,82,17,0
imcp,192.168.240.1,49917,192.168.255.255,1947,0,82,17,0
imcp,192.168.240.1,49919,255.255.255.255,1947,0,82,17,0
